"","CAMPUS","CDB00A001219R","CDB00A001019D","CDH00A001219R","CDH00A001019D","CDW00A001219R","CDW00A001019D"
"5116",108904110,,,53,560,,
"5117",108904111,60,5,52,455,,
"5118",108904112,-1,-1,63,489,85,20
"5119",108904113,,,51,509,,
"5120",108904114,80,10,72,734,88,40
"5121",108904115,,,51,861,,
"5122",108904116,,,63,762,88,25
"5123",108904117,-1,-1,56,614,55,11
"5124",108904118,,,58,532,,
"5125",108904119,,,66,708,,
"5126",108904120,,,51,-3,,
"5127",108904121,,,49,565,,
"5128",108904122,,,54,513,68,28
"5129",108904123,-1,-1,57,511,70,10
"5130",108904124,,,43,737,,
"5131",108904125,,,44,732,29,7
"5132",108904126,,,58,562,73,-3
"5133",108904127,,,55,546,,
"5134",108904128,,,54,721,,
"5135",108904129,-1,-1,58,725,83,-3
"5136",108904130,,,66,517,17,6
"5137",108904131,,,48,669,-1,-1
"5138",108904132,,,,,,
"5139",108905001,,,40,1680,0,5
"5140",108905002,,,3,38,,
"5141",108905041,,,44,1794,,
"5142",108905101,,,64,401,,
"5143",108905102,,,70,359,,
"5144",108905103,,,64,389,,
"5145",108905104,,,65,330,,
"5146",108905106,,,,,,
"5147",108906001,89,9,52,3101,82,124
"5148",108906002,29,14,53,2947,79,102
"5149",108906005,,,,,,
"5150",108906006,44,16,57,2896,65,78
"5151",108906007,,,45,93,-1,-1
"5152",108906009,,,,,,
"5153",108906011,-1,-1,91,517,100,7
"5154",108906042,45,-3,34,1761,20,40
"5155",108906044,33,-3,41,2095,8,12
"5156",108906045,71,-3,67,2268,78,225
"5157",108906046,33,-3,43,2766,36,78
"5158",108906047,90,10,65,2531,75,184
"5159",108906048,-1,-1,59,2207,73,55
"5160",108906101,,,44,-3,-1,-1
"5161",108906103,,,38,301,50,-3
"5162",108906106,-1,-1,63,-3,,
"5163",108906107,,,54,757,47,19
"5164",108906111,64,11,65,929,82,153
"5165",108906112,-1,-1,38,596,41,17
"5166",108906114,-1,-1,36,546,71,-3
"5167",108906116,-1,-1,46,754,67,-3
"5168",108906119,,,39,491,71,7
"5169",108906120,,,52,508,65,43
"5170",108906121,,,42,-3,,
"5171",108906122,-1,-1,49,567,55,22
"5172",108906123,,,42,634,30,20
"5173",108906124,88,17,72,759,77,117
"5174",108906126,-1,-1,55,668,53,19
"5175",108906127,100,5,61,581,93,15
"5176",108906128,,,53,627,83,40
"5177",108906129,,,53,549,75,-3
"5178",108906130,-1,-1,41,631,44,-3
"5179",108906132,,,,,,
"5180",108907001,,,35,1560,50,-3
"5181",108907002,,,6,165,,
"5182",108907003,,,,,,
"5183",108907006,,,77,545,-1,-1
"5184",108907041,36,14,35,1871,13,30
"5185",108907102,,,39,-3,-1,-1
"5186",108907103,,,36,-3,-1,-1
"5187",108907107,-1,-1,38,836,58,12
"5188",108907108,,,30,-3,-1,-1
"5189",108907109,,,33,764,-1,-1
"5190",108907110,,,,,,
"5191",108908001,-1,-1,40,3656,45,11
"5192",108908002,-1,-1,46,2620,52,29
"5193",108908004,,,84,-3,,
"5194",108908038,,,,,,
"5195",108908039,,,,,,
"5196",108908041,0,-3,48,2450,65,34
"5197",108908042,-1,-1,42,2511,43,-3
"5198",108908043,-1,-1,39,2579,67,-3
"5199",108908044,-1,-1,42,2015,43,7
"5200",108908101,,,43,816,50,20
"5201",108908102,-1,-1,35,514,-1,-1
"5202",108908104,,,41,563,,
"5203",108908105,,,45,-3,-1,-1
"5204",108908107,,,59,487,,
"5205",108908108,,,45,-3,-1,-1
"5206",108908109,,,54,635,,
"5207",108908110,,,61,707,91,11
"5208",108908111,,,37,-3,,
"5209",108908112,,,44,-3,-1,-1
"5210",108908113,,,56,-3,-1,-1
"5211",108908114,,,43,618,,
"5212",108908115,-1,-1,67,731,69,-3
"5213",108908116,,,57,514,,
"5214",108908121,,,,,,
"5215",108909001,-1,-1,56,2974,53,-3
"5216",108909002,50,-3,45,2688,57,14
"5217",108909003,,,47,3181,54,13
"5218",108909005,,,25,115,,
"5219",108909006,,,7,346,,
"5220",108909007,-1,-1,49,2430,47,-3
"5221",108909009,-1,-1,65,899,-1,-1
"5222",108909011,,,,,,
"5223",108909041,,,43,2783,58,12
"5224",108909042,83,-3,42,1802,-1,-1
"5225",108909043,17,6,39,2935,59,22
"5226",108909044,-1,-1,37,2433,65,-3
"5227",108909045,,,32,2269,62,13
"5228",108909046,-1,-1,41,1761,50,10
"5229",108909047,-1,-1,35,1816,17,12
"5230",108909048,-1,-1,35,2422,35,20
"5231",108909101,-1,-1,49,781,100,-3
"5232",108909106,,,45,788,50,8
"5233",108909107,,,61,689,50,12
"5234",108909108,-1,-1,52,843,20,5
"5235",108909110,,,50,519,-1,-1
"5236",108909112,,,55,708,86,-3
"5237",108909113,,,57,809,57,14
"5238",108909115,,,48,720,,
"5239",108909116,,,44,613,,
"5240",108909117,-1,-1,61,773,,
"5241",108909118,,,48,-3,-1,-1
"5242",108909119,33,-3,49,810,-1,-1
"5243",108909120,-1,-1,54,657,44,-3
"5244",108909121,,,53,646,,
"5245",108909122,,,47,-3,,
"5246",108909123,,,60,494,,
"5247",108909124,-1,-1,55,1005,50,-3
"5248",108909125,-1,-1,56,596,83,6
"5249",108909126,,,46,667,-1,-1
"5250",108909127,-1,-1,60,-3,,
"5251",108909128,,,72,-3,-1,-1
"5252",108909129,,,38,550,20,5
"5253",108909130,,,49,658,57,-3
"5254",108909131,,,,,,
"5255",108909134,,,53,-3,-1,-1
"5256",108909136,,,49,-3,-1,-1
"5257",108910001,,,34,-3,-1,-1
"5258",108910004,,,,,,
"5259",108910041,,,33,836,25,12
"5260",108910102,,,41,294,,
"5261",108910104,,,40,-3,-1,-1
"5262",108910105,,,35,574,,
"5263",108911001,88,16,70,1766,83,63
"5264",108911007,78,9,64,1927,78,112
"5265",108911008,-1,-1,86,463,-1,-1
"5266",108911041,100,15,68,2511,84,73
"5267",108911042,64,11,63,2665,93,107
"5268",108911101,56,-3,58,993,74,87
"5269",108911102,,,55,813,60,30
"5270",108911103,-1,-1,43,848,47,15
"5271",108911104,80,5,56,769,80,10
"5272",108911105,,,69,581,100,5
"5273",108911107,-1,-1,64,677,100,5
"5274",108911108,67,-3,70,791,87,79
"5275",108911109,-1,-1,55,954,73,52
"5276",108912001,,,46,4389,67,-3
"5277",108912004,,,32,3884,-1,-1
"5278",108912005,,,,,,
"5279",108912007,,,42,3300,56,16
"5280",108912008,,,83,432,,
"5281",108912010,,,82,486,,
"5282",108912041,,,42,2090,67,6
"5283",108912042,0,-3,47,2381,,
"5284",108912043,,,31,2224,,
"5285",108912044,20,5,46,2066,30,10
"5286",108912045,,,47,2327,,
"5287",108912046,,,43,2332,50,6
"5288",108912048,,,38,2381,,
"5289",108912049,,,39,-3,-1,-1
"5290",108912101,,,,,,
"5291",108912102,,,54,-3,,
"5292",108912104,,,53,573,,
"5293",108912105,,,43,455,,
"5294",108912106,,,58,574,,
"5295",108912107,,,51,470,,
"5296",108912108,,,60,582,,
"5297",108912109,,,53,584,,
"5298",108912110,,,59,716,,
"5299",108912111,,,47,624,,
"5300",108912112,,,51,581,,
"5301",108912113,,,55,836,,
"5302",108912114,,,45,612,,
"5303",108912115,,,42,639,,
"5304",108912116,,,55,750,,
"5305",108912117,,,46,494,,
"5306",108912118,,,45,701,,
"5307",108912120,,,40,700,,
"5308",108912121,,,56,737,,
"5309",108912122,,,52,544,,
"5310",108912123,,,55,743,,
"5311",108912124,,,39,-3,-1,-1
"5312",108912126,,,50,738,,
"5313",108912127,,,51,842,,
"5314",108913001,57,7,47,3247,64,67
"5315",108913003,,,30,79,,
"5316",108913005,,,,,,
"5317",108913006,,,39,2939,-1,-1
"5318",108913007,,,,,,
"5319",108913008,,,,,,
"5320",108913009,,,47,346,-1,-1
"5321",108913041,,,40,-3,,
"5322",108913042,29,-3,41,2075,29,7
"5323",108913043,,,52,2613,67,39
"5324",108913044,,,43,3243,,
"5325",108913103,,,59,-3,,
"5326",108913104,,,44,843,,
"5327",108913106,,,41,834,,
"5328",108913109,-1,-1,49,1069,,
"5329",108913110,,,51,994,27,11
"5330",108913111,,,64,1089,90,42
"5331",108913112,,,44,806,33,6
"5332",108913113,,,46,-3,,
"5333",108913114,,,63,1069,,
"5334",108913117,,,48,752,,
"5335",108913118,,,,,,
"5336",108914001,,,36,301,,
"5337",108914041,,,31,362,,
"5338",108914101,,,33,359,,
"5339",108915001,,,26,472,17,6
"5340",108915041,,,31,-3,-1,-1
"5341",108915101,,,52,549,75,8
"5342",108916001,,,56,-3,-1,-1
"5343",108916041,,,62,2060,,
"5344",108916042,,,53,-3,-1,-1
"5345",108916102,,,65,-3,-1,-1
"5346",108916103,,,82,394,,
"5347",108916104,,,60,345,,
"5348",108916105,,,66,293,,
"5349",108916106,,,68,-3,-1,-1
"5350",109901001,,,59,54,66,368
"5351",109902001,32,22,28,106,48,205
"5352",109903001,,,56,43,39,373
"5353",109904001,16,116,47,458,54,186
"5354",109904010,,,,,,
"5355",109904041,12,162,37,795,49,289
"5356",109904101,,,,,,
"5357",109904104,,,,,,
"5358",109904109,24,119,34,632,55,280
"5359",109905001,19,53,51,72,40,290
"5360",109905101,15,33,36,47,39,161
"5361",109907001,44,9,45,111,64,84
"5362",109907010,,,,,,
"5363",109907041,4,-3,29,209,36,180
"5364",109907101,27,37,30,187,36,177
"5365",109908101,27,22,34,151,43,37
"5366",109910101,13,-3,38,81,35,150
"5367",109911001,16,43,46,164,53,401
"5368",109911010,,,,,,
"5369",109911041,32,47,41,184,45,685
"5370",109911101,,,,,,
"5371",109911102,36,-3,26,189,37,600
"5372",109912001,30,10,54,79,59,403
"5373",109913001,78,9,45,55,50,466
"5374",109914001,33,6,57,115,45,200
"5375",110901001,17,18,15,248,19,53
"5376",110902001,39,44,52,740,74,243
"5377",110902041,44,59,32,1195,50,375
"5378",110902042,17,60,33,952,50,320
"5379",110902104,-1,-1,26,182,40,52
"5380",110902105,50,6,45,136,49,39
"5381",110902106,,,,,,
"5382",110905001,29,7,30,243,58,427
"5383",110906001,31,-3,32,244,48,203
"5384",110906101,80,5,34,140,43,137
"5385",110907001,-1,-1,79,151,83,98
"5386",110907002,,,-1,-1,,
"5387",110907041,77,-3,58,234,72,148
"5388",110907101,33,-3,51,194,78,129
"5389",110908001,67,9,52,125,62,176
"5390",111801001,,,,,,
"5391",111901001,53,38,37,718,59,1644
"5392",111901002,,,38,13,36,33
"5393",111901041,39,18,29,679,37,1414
"5394",111901042,34,29,35,471,52,2033
"5395",111901102,0,8,38,193,57,876
"5396",111901104,,,,,,
"5397",111901105,0,-3,30,205,34,323
"5398",111901106,-1,-1,49,116,65,628
"5399",111901107,-1,-1,49,154,56,686
"5400",111901108,36,11,36,374,41,562
"5401",111902003,-1,-1,45,64,58,323
"5402",111902102,,,33,42,49,282
"5403",111903001,-1,-1,79,24,72,243
"5404",111903041,-1,-1,54,37,49,475
"5405",111903101,60,-3,39,31,58,415
"5406",112901002,33,226,45,509,59,935
"5407",112901041,25,334,47,785,60,1526
"5408",112901102,,,,,,
"5409",112901104,25,24,14,28,44,68
"5410",112901105,8,-3,39,100,29,98
"5411",112901106,11,-3,60,30,43,170
"5412",112901107,,,,,,
"5413",112901108,23,162,36,572,54,1049
"5414",112905001,0,-3,56,62,46,358
"5415",112905101,33,6,38,29,43,145
"5416",112906001,,,47,118,55,318
"5417",112906101,-1,-1,32,59,40,264
"5418",112907001,,,38,91,51,353
"5419",112908001,47,17,35,514,51,656
"5420",112909001,44,16,33,85,61,278
"5421",112910001,73,11,48,46,48,355
"5422",113901002,33,273,52,193,72,105
"5423",113901041,15,449,27,307,40,90
"5424",113901102,13,352,24,273,39,71
"5425",113901105,,,,,,
"5426",113902002,27,64,44,16,58,146
"5427",113902041,31,54,52,23,33,231
"5428",113902102,16,74,10,40,39,179
"5429",113903002,46,61,75,51,59,367
"5430",113903102,36,39,49,45,54,298
"5431",113905001,20,5,61,36,51,377
"5432",113905101,-1,-1,30,30,44,245
"5433",113906001,20,15,50,18,54,189
"5434",113906101,42,19,11,-3,33,144
"5435",114901001,32,124,30,1231,43,339
"5436",114901003,-1,-1,2,62,-1,-1
"5437",114901043,15,116,28,1367,38,525
"5438",114901044,24,83,27,942,38,374
"5439",114901102,13,45,29,545,24,183
"5440",114901108,,,,,,
"5441",114901110,,,,,,
"5442",114901111,,,,,,
"5443",114901113,19,37,24,365,48,132
"5444",114902001,,,53,158,53,231
"5445",114902041,83,6,27,256,36,437
"5446",114902101,-1,-1,31,288,38,416
"5447",114904001,42,12,43,226,60,559
"5448",114904101,83,6,45,151,54,324
"5449",115901004,,,53,162,40,5
"5450",115901041,,,47,247,,
"5451",115901101,,,31,224,55,11
"5452",115902001,0,-3,39,125,35,34
"5453",115903001,,,21,80,31,39
"5454",116901001,63,8,73,119,79,459
"5455",116901041,41,29,44,233,62,967
"5456",116901101,45,11,49,96,58,412
"5457",116901102,67,9,60,90,70,472
"5458",116902001,40,5,45,38,67,181
"5459",116902041,13,8,40,60,39,249
"5460",116902101,56,9,51,37,35,186
"5461",116903001,22,152,45,154,60,284
"5462",116903043,9,196,32,204,37,456
"5463",116903101,,,,,,
"5464",116903104,13,250,20,165,44,357
"5465",116905001,36,11,45,53,52,29
"5466",116905002,33,341,43,1045,65,596
"5467",116905004,,,,,,
"5468",116905041,16,450,29,1123,47,717
"5469",116905102,11,61,27,310,37,311
"5470",116905103,16,38,21,185,38,87
"5471",116905104,7,97,29,493,25,51
"5472",116905106,16,85,36,262,47,346
"5473",116905107,9,185,21,487,34,289
"5474",116905109,,,,,,
"5475",116905114,33,12,44,122,65,105
"5476",116906001,50,10,49,65,61,355
"5477",116906041,33,9,41,61,51,531
"5478",116906101,9,11,46,61,52,507
"5479",116908001,14,21,39,378,47,745
"5480",116908041,47,17,38,488,41,1081
"5481",116908101,22,18,32,424,37,945
"5482",116908102,,,,,,
"5483",116909001,26,19,49,55,67,193
"5484",116909041,20,10,27,62,42,365
"5485",116909101,32,22,48,60,60,317
"5486",116910001,,,27,56,30,252
"5487",116910101,,,44,39,31,102
"5488",116915001,-1,-1,66,116,77,156
"5489",116915041,75,8,35,200,54,254
"5490",116915101,,,48,151,71,249
"5491",116916001,-1,-1,39,41,58,173
"5492",116916041,25,12,34,71,45,404
"5493",116916101,-1,-1,21,14,51,137
"5494",117901001,61,18,46,483,60,483
"5495",117901041,26,39,35,607,49,638
"5496",117901104,,,,,,
"5497",117901105,13,15,30,414,41,410
"5498",117901106,,,,,,
"5499",117901107,18,-3,42,433,54,441
"5500",117903001,,,53,30,47,209
"5501",117903041,-1,-1,62,45,41,421
"5502",117903101,,,21,24,36,345
"5503",117904001,-1,-1,45,80,63,190
"5504",117904041,,,39,115,42,333
"5505",117904101,,,33,69,51,311
"5506",117907101,,,44,25,54,125
"5507",118902001,-1,-1,44,106,76,145
"5508",118902101,,,42,-3,51,136
"5509",119901001,,,27,56,42,338
"5510",119902001,25,8,36,138,52,248
"5511",119902041,60,-3,30,242,53,431
"5512",119902101,-1,-1,35,219,50,352
"5513",119903001,,,32,56,36,236
"5514",119903101,,,63,24,41,213
"5515",120901001,46,79,57,245,60,195
"5516",120901004,7,14,33,15,18,11
"5517",120901042,34,125,38,469,60,350
"5518",120901104,26,137,30,444,53,346
"5519",120902001,27,11,36,209,55,143
"5520",120902041,18,11,29,262,49,217
"5521",120902101,13,23,42,242,57,183
"5522",120905001,75,-3,55,159,70,278
"5523",120905041,64,-3,47,268,69,610
"5524",120905101,,,46,52,69,237
"5525",120905102,-1,-1,42,157,62,208
"5526",121902001,33,15,75,20,59,337
"5527",121902101,0,-3,45,11,47,248
"5528",121903001,12,43,75,20,51,563
"5529",121903041,37,52,43,30,43,853
"5530",121903101,26,34,46,28,51,787
"5531",121904001,31,503,43,184,56,348
"5532",121904043,22,625,38,362,47,651
"5533",121904103,14,321,29,194,35,366
"5534",121904105,17,134,25,65,41,104
"5535",121905001,42,52,60,43,56,462
"5536",121905041,30,71,52,62,49,727
"5537",121905103,25,100,31,72,44,757
"5538",121906001,,,59,17,46,170
"5539",121906003,,,,,,
"5540",121906041,,,43,7,43,268
"5541",121906101,,,67,9,40,196
"5542",122901001,,,24,261,73,-3
"5543",122902001,,,63,46,92,13
"5544",123803001,71,69,77,13,,
"5545",123803041,53,111,50,12,,
"5546",123803101,43,89,38,-3,-1,-1
"5547",123803103,58,119,,,20,5
"5548",123805001,29,161,46,475,63,19
"5549",123807001,50,26,52,1446,20,5
"5550",123807101,80,5,56,262,,
"5551",123807102,,,,,,
"5552",123905001,49,165,62,503,70,1098
"5553",123905041,27,326,40,649,51,845
"5554",123905042,37,111,45,590,52,1473
"5555",123905101,35,31,43,114,64,433
"5556",123905102,53,40,55,115,67,305
"5557",123905103,36,59,64,135,46,110
"5558",123905104,63,16,73,115,65,208
"5559",123907007,,,,,,
"5560",123907009,37,1452,36,1411,54,-3
"5561",123907041,21,961,28,1374,36,56
"5562",123907043,28,1109,39,552,28,43
"5563",123907102,33,553,37,185,29,-3
"5564",123907103,42,161,54,487,61,18
"5565",123907105,23,142,34,684,60,5
"5566",123907108,30,222,37,396,47,17
"5567",123907109,30,260,45,678,50,10
"5568",123907111,,,,,,
"5569",123907113,25,264,45,207,38,-3
"5570",123907116,26,377,42,199,56,27
"5571",123907117,,,,,,
"5572",123908001,56,78,55,496,63,1221
"5573",123908002,,,,,,
"5574",123908003,,,,,,
"5575",123908041,36,50,43,594,51,1068
"5576",123908042,25,64,45,388,50,1105
"5577",123908101,26,38,51,383,60,683
"5578",123908102,22,36,53,222,60,755
"5579",123908103,-1,-1,60,50,58,134
"5580",123908104,83,6,50,70,49,114
"5581",123908105,-1,-1,59,44,60,118
"5582",123908107,0,6,62,26,57,126
"5583",123908111,,,,,,
"5584",123910006,,,,,,
"5585",123910008,37,1697,48,652,72,558
"5586",123910011,,,,,,
"5587",123910012,11,105,29,-3,,
"5588",123910013,77,149,78,133,89,44
"5589",123910014,26,2360,37,893,38,39
"5590",123910042,15,1203,18,358,44,9
"5591",123910043,15,1018,24,621,32,22
"5592",123910045,13,805,24,400,16,50
"5593",123910046,22,1226,39,440,61,647
"5594",123910047,39,1476,48,729,67,112
"5595",123910048,22,1005,27,303,51,103
"5596",123910101,12,528,24,141,20,54
"5597",123910104,18,336,32,433,26,50
"5598",123910105,39,266,47,134,52,324
"5599",123910110,37,65,34,505,25,12
"5600",123910112,27,397,37,137,41,88
"5601",123910118,21,365,43,171,53,343
"5602",123910123,22,565,21,52,5,-3
"5603",123910125,12,593,16,383,18,28
"5604",123910126,31,396,31,113,55,96
"5605",123910127,17,556,20,121,0,11
"5606",123910128,13,625,23,88,33,12
"5607",123910129,12,607,25,194,,
"5608",123910130,18,436,31,201,-1,-1
"5609",123910131,10,557,22,93,60,5
"5610",123910132,,,,,,
"5611",123910133,,,,,,
"5612",123910134,,,,,,
"5613",123913001,60,134,68,266,48,201
"5614",123914001,35,82,54,137,60,508
"5615",123914041,39,92,45,160,49,756
"5616",123914101,38,26,57,56,58,186
"5617",123914102,35,94,39,218,51,821
"5618",124901001,,,48,448,67,12
"5619",124901041,,,32,760,41,-3
"5620",124901101,13,-3,32,619,33,21
"5621",125901001,15,27,34,2059,49,81
"5622",125901041,0,5,29,882,45,65
"5623",125901042,-1,-1,22,832,35,23
"5624",125901043,36,22,22,2328,29,77
"5625",125901101,0,5,31,254,27,11
"5626",125901104,-1,-1,38,360,11,18
"5627",125901105,,,39,451,50,8
"5628",125901106,,,15,267,6,16
"5629",125901107,,,35,391,37,-3
"5630",125902001,,,26,544,48,29
"5631",125902101,,,49,306,57,21
"5632",125903001,-1,-1,48,473,69,258
"5633",125903041,,,33,781,47,462
"5634",125903101,,,,,,
"5635",125903102,,,52,120,67,-3
"5636",125903103,-1,-1,46,442,68,-3
"5637",125905001,0,5,26,686,29,17
"5638",125905101,,,23,248,100,6
"5639",125906101,,,50,169,71,7
"5640",126801001,,,25,40,18,196
"5641",126901001,42,65,51,599,57,854
"5642",126901041,25,56,34,795,42,1031
"5643",126901101,-1,-1,68,60,55,62
"5644",126901102,17,-3,40,42,58,106
"5645",126901103,,,39,-3,51,74
"5646",126901104,13,47,21,825,30,1160
"5647",126902001,47,192,60,481,64,1311
"5648",126902003,33,-3,14,21,22,55
"5649",126902004,,,,,,
"5650",126902006,48,206,55,476,63,1499
"5651",126902007,93,15,73,70,81,193
"5652",126902041,34,246,41,731,48,1920
"5653",126902042,31,325,39,948,48,2350
"5654",126902043,43,87,53,309,59,1221
"5655",126902101,62,21,53,112,56,708
"5656",126902102,40,72,45,121,62,446
"5657",126902103,50,18,50,135,55,408
"5658",126902104,50,12,41,107,40,342
"5659",126902105,22,32,42,315,53,177
"5660",126902107,25,8,44,126,55,617
"5661",126902108,22,32,39,172,50,612
"5662",126902109,48,44,39,198,59,565
"5663",126902110,32,125,33,215,48,476
"5664",126902111,51,37,43,206,55,601
"5665",126903001,41,88,35,1371,55,1191
"5666",126903002,,,15,-3,32,37
"5667",126903004,,,,,,
"5668",126903041,18,50,27,927,42,1270
"5669",126903101,-1,-1,36,142,43,320
"5670",126903102,27,26,38,127,50,405
"5671",126903103,11,28,28,138,38,343
"5672",126903104,9,23,27,313,27,139
"5673",126903107,22,89,23,1054,37,802
"5674",126903108,36,11,39,147,52,482
"5675",126903109,14,22,25,349,34,225
"5676",126903111,16,19,24,325,34,58
"5677",126904001,44,9,63,57,78,401
"5678",126904041,18,17,39,178,58,695
"5679",126904102,-1,-1,57,146,67,560
"5680",126905001,29,17,48,326,66,738
"5681",126905002,,,21,14,31,55
"5682",126905003,77,13,70,192,78,589
"5683",126905041,52,33,42,745,49,1218
"5684",126905042,,,,,,
"5685",126905043,35,20,50,316,66,1283
"5686",126905101,42,19,44,150,53,373
"5687",126905103,36,14,48,237,56,386
"5688",126905104,68,25,67,141,74,556
"5689",126905105,56,9,46,123,56,425
"5690",126905106,36,11,35,321,49,338
"5691",126906001,64,22,53,208,60,181
"5692",126906002,,,-1,-1,0,7
"5693",126906041,47,17,54,234,50,240
"5694",126906101,50,26,34,179,46,212
"5695",126907001,-1,-1,31,59,51,207
"5696",126907041,,,27,103,31,341
"5697",126907101,,,27,67,49,312
"5698",126908001,29,34,45,573,58,243
"5699",126908041,27,51,31,969,42,500
"5700",126908101,19,31,32,790,38,457
"5701",126908102,,,,,,
"5702",126911001,7,14,37,254,60,569
"5703",126911004,,,-1,-1,18,-3
"5704",126911041,29,-3,35,313,41,753
"5705",126911042,-1,-1,27,464,32,1062
"5706",126911101,,,,,,
"5707",127901001,83,-3,42,123,59,130
"5708",127901041,14,7,35,236,52,223
"5709",127901101,60,5,18,169,41,176
"5710",127903001,45,11,33,137,48,178
"5711",127903102,0,-3,25,120,40,144
"5712",127904001,29,-3,55,51,54,225
"5713",127904041,,,36,113,39,423
"5714",127904101,-1,-1,19,80,39,347
"5715",127905001,,,53,-3,48,29
"5716",127905101,,,14,-3,33,55
"5717",127906001,52,33,54,94,70,96
"5718",127906041,15,34,23,234,47,163
"5719",127906101,24,25,25,164,54,167
"5720",128901001,22,9,52,325,82,119
"5721",128901004,,,,,,
"5722",128901041,17,12,29,523,63,221
"5723",128901105,50,24,34,448,65,114
"5724",128901107,,,,,,
"5725",128902001,9,11,40,305,53,34
"5726",128902004,,,,,,
